식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,대두_땅콩_여부,알레르기_권고,유제품여부,탄닌가능성,쿠마린여부,쿠마린_권고,카페인여부,알코올_유무
D219-711000000-0132,아이스크림_아이스크림롤 바닐라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,328,,6.25,,,,31.25,,,,,,75.0,,,,,,,,,,9.06,,3,식품의약품안전처,32g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0133,아이스크림_아이스크림롤 초콜릿,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,328,,6.25,,,,31.25,,,,,,94.0,,,,,,,,,,6.25,,3,식품의약품안전처,32g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0134,아이스크림_아포가토,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,97,,1.67,6.11,,8.89,7.78,,,,,,21.0,,,,,,,,,12.78,3.89,,3,식품의약품안전처,180g,탐앤탐스,2,수집,2022-07-13,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0135,아이스크림_엄마는외계인 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,257,,4.35,13.91,,28.7,20.0,,,,,,99.0,,,,,,,,,0.43,9.57,0.43,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0136,아이스크림_에스프레소 (더블),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,156,,2.78,,,,17.78,,,,,,35.0,,,,,,,,,,2.78,,3,식품의약품안전처,180g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0137,아이스크림_에스프레소 (싱글),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,156,,2.22,,,,17.78,,,,,,34.0,,,,,,,,,,2.89,,3,식품의약품안전처,90g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0138,아이스크림_오란다 요거트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,326,,4.81,,,,46.62,,,,,,97.0,,,,,,,,,,3.65,,3,식품의약품안전처,130g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0139,아이스크림_오레오쿠키앤카라멜 아이스크림 레디팩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,199,,2.76,,,,18.0,,,,,,113.0,,,,,,,,,,7.56,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0140,아이스크림_오레오쿠키앤크림 아이스크림 레디팩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,191,,2.97,,,,16.0,,,,,,68.0,,,,,,,,,,7.53,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0141,아이스크림_요거트 (더블),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,154,,2.78,,,,22.22,,,,,,40.0,,,,,,,,,,2.11,,3,식품의약품안전처,180g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0142,아이스크림_요거트 (싱글),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,154,,2.22,,,,22.22,,,,,,40.0,,,,,,,,,,2.11,,3,식품의약품안전처,90g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0143,아이스크림_요거트 아이스크림 (3인),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,171,,2.5,,,,21.39,,,,,,46.0,,,,,,,,,,3.89,,3,식품의약품안전처,360g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0144,아이스크림_요거트 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,150,,2.6,,,,5.0,,,,,,44.0,,,,,,,,,,1.4,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0146,아이스크림_월넛버터 스카치 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,265,,4.5,,,,22.5,,,,,,53.0,,,,,,,,,,8.2,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0147,아이스크림_유기농 아이스크림 바닐라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,169,,2.5,,,,14.17,,,,,,43.0,,,,,,,,,,6.67,,3,식품의약품안전처,120g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0148,아이스크림_유기농 아이스크림 초콜릿,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,183,,3.33,,,,18.33,,,,,,48.0,,,,,,,,,,5.83,,3,식품의약품안전처,120g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0149,아이스크림_이상한나라의솜사탕 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,250,,4.35,13.04,,28.7,26.96,,,,,,95.0,,,,,,,,,0.0,8.7,0.0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0150,아이스크림_자모카아몬드훠지 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,237,,4.35,11.3,,29.57,21.74,,,,,,71.0,,,,,,,,,0.23,6.09,0.23,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0151,아이스크림_자바 칩 바닐라 아포가토,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,222,,3.42,,,,18.8,,,,,,50.0,,,,,,,,,,6.84,,3,식품의약품안전처,117g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0152,아이스크림_자바 칩 유기농 아이스크림 바닐라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,266,,4.17,,,,22.92,,,,,,60.0,,,,,,,,,,8.33,,3,식품의약품안전처,96g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0153,아이스크림_자바 칩 유기농 아이스크림 초콜릿,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,290,,5.21,,,,28.13,,,,,,51.0,,,,,,,,,,8.33,,3,식품의약품안전처,96g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0154,아이스크림_자바 칩 초콜릿 아포가토,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,242,,4.27,,,,23.08,,,,,,42.0,,,,,,,,,,6.84,,3,식품의약품안전처,117g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0155,아이스크림_제주녹차 (더블),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,194,,3.33,,,,17.22,,,,,,39.0,,,,,,,,,,6.11,,3,식품의약품안전처,180g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,True,False,,True,False
D219-711000000-0156,아이스크림_제주녹차 (싱글),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,194,,3.33,,,,16.67,,,,,,40.0,,,,,,,,,,5.56,,3,식품의약품안전처,90g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,True,False,,True,False
D219-711000000-0157,아이스크림_쫀떡궁합 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,245,,4.35,12.17,,29.57,24.35,,,,,,94.0,,,,,,,,,0.44,6.09,0.44,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,True,,True,False,False,,False,False
D219-711000000-0158,아이스크림_찰떡꽁떡 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,140,,3.0,,,,10.0,,,,,,83.0,,,,,,,,,,4.6,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,True,,True,False,False,,False,False
D219-711000000-0159,아이스크림_찰떡팥 젤라또 (더블),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,146,,1.11,,,,22.78,,,,,,25.0,,,,,,,,,,0.89,,3,식품의약품안전처,180g,카페베네,2,수집,2022-07-05,2025-04-08,True,,True,False,False,,False,False
D219-711000000-0160,아이스크림_찰떡팥 젤라또 (싱글),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,147,,1.11,,,,22.22,,,,,,26.0,,,,,,,,,,0.89,,3,식품의약품안전처,90g,카페베네,2,수집,2022-07-05,2025-04-08,True,,True,False,False,,False,False
D219-711000000-0162,아이스크림_체리쥬빌레 아이스크림 레디팩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,187,,2.58,,,,14.65,,,,,,31.0,,,,,,,,,,8.12,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0163,아이스크림_체리쥬빌레 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,208,,2.61,9.57,,27.83,24.35,,,,,,42.0,,,,,,,,,0.26,6.09,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0164,아이스크림_초코나무숲 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,252,,6.09,12.17,,29.57,20.0,,,,,,135.0,,,,,,,,,0.0,7.83,0.0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0165,아이스크림_초코렛 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,193,,4.3,,,,22.6,,,,,,80.0,,,,,,,,,,5.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0167,아이스크림_초코릿 엑스타시 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,132,,2.0,,,,15.0,,,,,,55.0,,,,,,,,,,4.8,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0168,아이스크림_초코크런치 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,243,,2.86,,,,19.29,,,,,,50.0,,,,,,,,,,4.29,,3,식품의약품안전처,140g,파스쿠찌,2,수집,2022-07-11,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0169,아이스크림_초콜릿 아포가토,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,216,,3.74,,,,20.56,,,,,,39.0,,,,,,,,,,7.48,,3,식품의약품안전처,107g,스타벅스,2,수집,2022-06-24,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0170,아이스크림_초콜릿무스 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,277,,4.35,15.65,,29.57,23.48,,,,,,83.0,,,,,,,,,0.35,10.43,0.35,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0171,아이스크림_초콜릿 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,238,,4.35,12.17,,27.83,20.87,,,,,,74.0,,,,,,,,,0.42,6.96,0.42,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0172,아이스크림_초콜릿파르페 아이스(ICED) (Short),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,259,,3.27,,,,16.73,,,,,,118.0,,,,,,,,,,9.8,,3,식품의약품안전처,245g,투썸플레이스,2,수집,2022-07-12,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0173,아이스크림_카라멜 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,171,,3.2,,,,23.1,,,,,,88.0,,,,,,,,,,5.4,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0175,아이스크림_카초멜리아 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,182,,3.7,,,,22.8,,,,,,84.0,,,,,,,,,,5.3,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0177,아이스크림_카페 모카 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,159,,3.3,,,,23.1,,,,,,83.0,,,,,,,,,,3.8,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0178,아이스크림_카페 에스프레소 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,126,,2.0,,,,12.0,,,,,,55.0,,,,,,,,,,5.0,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0180,아이스크림_콜드브루 리코타치즈 아포가토 디카페인,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,155,,1.95,,,,13.17,,,,,,50.0,,,,,,,,,,5.85,,3,식품의약품안전처,205g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0181,아이스크림_콜드브루 바닐라 아포가토 디카페인,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,159,,1.95,,,,13.66,,,,,,52.0,,,,,,,,,,4.39,,3,식품의약품안전처,205g,카페베네,2,수집,2022-07-05,2025-04-08,False,,True,False,False,,True,False
D219-711000000-0182,아이스크림_쿠키 & 크림 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,168,,3.6,,,,23.9,,,,,,109.0,,,,,,,,,,4.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0184,아이스크림_쿠키앤크림 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,130,,2.0,,,,12.0,,,,,,20.0,,,,,,,,,,4.4,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0185,아이스크림_쿠키앤크림 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,198,,4.35,10.43,,21.74,15.65,,,,,,110.0,,,,,,,,,0.0,6.96,0.0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0186,아이스크림_크리미 요거트 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,172,,3.2,,,,24.5,,,,,,72.0,,,,,,,,,,5.1,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0188,아이스크림_키위 아이스드림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,169,,2.0,,,,9.67,,,,,,38.0,,,,,,,,,,3.0,,3,식품의약품안전처,300g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0189,아이스크림_트리플민초 아이스크림 레디팩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,203,,3.9,,,,13.47,,,,,,34.0,,,,,,,,,,9.04,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0190,아이스크림_티라미수 밀크 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,100,,2.5,,,,9.17,,,,,,44.0,,,,,,,,,,1.67,,3,식품의약품안전처,120g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0191,아이스크림_티라미수 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,165,,4.2,,,,23.8,,,,,,96.0,,,,,,,,,,4.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0192,아이스크림_티라미수 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,207,,3.57,,,,20.71,,,,,,39.0,,,,,,,,,,7.14,,3,식품의약품안전처,140g,파스쿠찌,2,수집,2022-07-11,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0194,아이스크림_프룻포레스트 요거트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,180,,3.7,,,,26.3,,,,,,61.0,,,,,,,,,,2.1,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0195,아이스크림_플레인 밀크 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,79,,2.83,,,,9.58,,,,,,44.0,,,,,,,,,,1.58,,3,식품의약품안전처,120g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0196,아이스크림_플레인 요거트 아이스크림(2인),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,170,,2.5,,,,21.25,,,,,,45.0,,,,,,,,,,3.75,,3,식품의약품안전처,240g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0197,아이스크림_플레인 요거트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,168,,1.67,,,,36.67,,,,,,44.0,,,,,,,,,,2.5,,3,식품의약품안전처,120g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0198,아이스크림_피넛버터 & 젤리 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,202,,5.4,,,,23.6,,,,,,103.0,,,,,,,,,,4.8,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,True,False,False,,False,False
D219-711000000-0200,아이스크림_피스타치오아몬드 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,263,,6.09,15.65,,24.35,23.48,,,,,,63.0,,,,,,,,,0.22,6.96,0.22,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0201,아이스크림_한입 요거트 딸기,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,153,,2.0,,,,3.33,,,,,,54.0,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0202,아이스크림_한입 요거트 망고,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,155,,2.0,,,,8.0,,,,,,47.0,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0203,아이스크림_한입 요거트 복숭아,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,181,,2.0,,,,13.33,,,,,,50.0,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0204,아이스크림_한입 요거트 트로피칼,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,181,,2.0,,,,14.67,,,,,,50.0,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0205,아이스크림_한입 요거트 파인애플,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,176,,2.0,,,,12.67,,,,,,47.0,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0206,아이스크림_허니 레몬 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,129,,1.6,,,,26.3,,,,,,32.0,,,,,,,,,,1.0,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2025-04-08,False,,True,False,False,,False,False
D219-711000000-0208,아이스크림_헤이즐넛초콜렛 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,0,해당없음,100g,193,,4.2,,,,24.1,,,,,,79.0,,,,,,,,,,4.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
